,quadkey,tile,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
4485605,2100313332200032,"POLYGON ((-68.192138671875 -16.4834976026481, -68.1866455078125 -16.4834976026481, -68.1866455078125 -16.4887649342421, -68.192138671875 -16.4887649342421, -68.192138671875 -16.4834976026481))",7933,3669,55,42,2
4485606,2100313332200033,"POLYGON ((-68.1866455078125 -16.4834976026481, -68.18115234375 -16.4834976026481, -68.18115234375 -16.4887649342421, -68.1866455078125 -16.4887649342421, -68.1866455078125 -16.4834976026481))",4348,1613,11,4,3
4485607,2100313332200101,"POLYGON ((-68.1756591796875 -16.467694748289, -68.170166015625 -16.467694748289, -68.170166015625 -16.4729625096309, -68.1756591796875 -16.4729625096309, -68.1756591796875 -16.467694748289))",7346,2730,30,3,1
4485608,2100313332200102,"POLYGON ((-68.18115234375 -16.4729625096309, -68.1756591796875 -16.4729625096309, -68.1756591796875 -16.4782301277642, -68.18115234375 -16.4782301277642, -68.18115234375 -16.4729625096309))",17028,5182,12,2,2
4485609,2100313332200103,"POLYGON ((-68.1756591796875 -16.4729625096309, -68.170166015625 -16.4729625096309, -68.170166015625 -16.4782301277642, -68.1756591796875 -16.4782301277642, -68.1756591796875 -16.4729625096309))",4030,1698,54,5,1
4485610,2100313332200113,"POLYGON ((-68.1646728515625 -16.4729625096309, -68.1591796875 -16.4729625096309, -68.1591796875 -16.4782301277642, -68.1646728515625 -16.4782301277642, -68.1646728515625 -16.4729625096309))",175,23,35,1,1
4485611,2100313332200121,"POLYGON ((-68.1756591796875 -16.4782301277642, -68.170166015625 -16.4782301277642, -68.170166015625 -16.4834976026481, -68.1756591796875 -16.4834976026481, -68.1756591796875 -16.4782301277642))",9207,3928,21,15,2
4485612,2100313332200122,"POLYGON ((-68.18115234375 -16.4834976026481, -68.1756591796875 -16.4834976026481, -68.1756591796875 -16.4887649342421, -68.18115234375 -16.4887649342421, -68.18115234375 -16.4834976026481))",11700,3560,18,2,2
4485613,2100313332200123,"POLYGON ((-68.1756591796875 -16.4834976026481, -68.170166015625 -16.4834976026481, -68.170166015625 -16.4887649342421, -68.1756591796875 -16.4887649342421, -68.1756591796875 -16.4834976026481))",8399,3172,10,8,6
4485614,2100313332200130,"POLYGON ((-68.170166015625 -16.4782301277642, -68.1646728515625 -16.4782301277642, -68.1646728515625 -16.4834976026481, -68.170166015625 -16.4834976026481, -68.170166015625 -16.4782301277642))",8834,3061,9,4,2
4485615,2100313332200132,"POLYGON ((-68.170166015625 -16.4834976026481, -68.1646728515625 -16.4834976026481, -68.1646728515625 -16.4887649342421, -68.170166015625 -16.4887649342421, -68.170166015625 -16.4834976026481))",6894,2203,41,5,3
4485616,2100313332200133,"POLYGON ((-68.1646728515625 -16.4834976026481, -68.1591796875 -16.4834976026481, -68.1591796875 -16.4887649342421, -68.1646728515625 -16.4887649342421, -68.1646728515625 -16.4834976026481))",12100,4682,25,27,6
4485617,2100313332200200,"POLYGON ((-68.203125 -16.4887649342421, -68.1976318359375 -16.4887649342421, -68.1976318359375 -16.4940321225054, -68.203125 -16.4940321225054, -68.203125 -16.4887649342421))",14110,6130,27,9,2
4485618,2100313332200201,"POLYGON ((-68.1976318359375 -16.4887649342421, -68.192138671875 -16.4887649342421, -68.192138671875 -16.4940321225054, -68.1976318359375 -16.4940321225054, -68.1976318359375 -16.4887649342421))",16382,7621,30,14,5
4485619,2100313332200203,"POLYGON ((-68.1976318359375 -16.4940321225054, -68.192138671875 -16.4940321225054, -68.192138671875 -16.4992991673976, -68.1976318359375 -16.4992991673976, -68.1976318359375 -16.4940321225054))",12311,4582,16,31,5
4485620,2100313332200210,"POLYGON ((-68.192138671875 -16.4887649342421, -68.1866455078125 -16.4887649342421, -68.1866455078125 -16.4940321225054, -68.192138671875 -16.4940321225054, -68.192138671875 -16.4887649342421))",13208,5291,33,15,4
4485621,2100313332200211,"POLYGON ((-68.1866455078125 -16.4887649342421, -68.18115234375 -16.4887649342421, -68.18115234375 -16.4940321225054, -68.1866455078125 -16.4940321225054, -68.1866455078125 -16.4887649342421))",6975,2565,44,4,4
4485622,2100313332200212,"POLYGON ((-68.192138671875 -16.4940321225054, -68.1866455078125 -16.4940321225054, -68.1866455078125 -16.4992991673976, -68.192138671875 -16.4992991673976, -68.192138671875 -16.4940321225054))",13292,3127,39,7,7
4485623,2100313332200213,"POLYGON ((-68.1866455078125 -16.4940321225054, -68.18115234375 -16.4940321225054, -68.18115234375 -16.4992991673976, -68.1866455078125 -16.4992991673976, -68.1866455078125 -16.4940321225054))",4312,545,17,9,4
4485624,2100313332200220,"POLYGON ((-68.203125 -16.4992991673976, -68.1976318359375 -16.4992991673976, -68.1976318359375 -16.5045660688779, -68.203125 -16.5045660688779, -68.203125 -16.4992991673976))",9416,3383,21,12,2
4485625,2100313332200221,"POLYGON ((-68.1976318359375 -16.4992991673976, -68.192138671875 -16.4992991673976, -68.192138671875 -16.5045660688779, -68.1976318359375 -16.5045660688779, -68.1976318359375 -16.4992991673976))",15518,3339,15,25,2
4485626,2100313332200230,"POLYGON ((-68.192138671875 -16.4992991673976, -68.1866455078125 -16.4992991673976, -68.1866455078125 -16.5045660688779, -68.192138671875 -16.5045660688779, -68.192138671875 -16.4992991673976))",8268,1451,50,14,4
4485627,2100313332200231,"POLYGON ((-68.1866455078125 -16.4992991673976, -68.18115234375 -16.4992991673976, -68.18115234375 -16.5045660688779, -68.1866455078125 -16.5045660688779, -68.1866455078125 -16.4992991673976))",2883,897,7,32,1
4485628,2100313332200233,"POLYGON ((-68.1866455078125 -16.5045660688779, -68.18115234375 -16.5045660688779, -68.18115234375 -16.5098328269058, -68.1866455078125 -16.5098328269058, -68.1866455078125 -16.5045660688779))",2479,751,53,1,1
4485629,2100313332200300,"POLYGON ((-68.18115234375 -16.4887649342421, -68.1756591796875 -16.4887649342421, -68.1756591796875 -16.4940321225054, -68.18115234375 -16.4940321225054, -68.18115234375 -16.4887649342421))",13017,4323,77,16,6
4485630,2100313332200301,"POLYGON ((-68.1756591796875 -16.4887649342421, -68.170166015625 -16.4887649342421, -68.170166015625 -16.4940321225054, -68.1756591796875 -16.4940321225054, -68.1756591796875 -16.4887649342421))",6390,1901,82,167,8
4485631,2100313332200302,"POLYGON ((-68.18115234375 -16.4940321225054, -68.1756591796875 -16.4940321225054, -68.1756591796875 -16.4992991673976, -68.18115234375 -16.4992991673976, -68.18115234375 -16.4940321225054))",6841,2099,11,62,6
4485632,2100313332200303,"POLYGON ((-68.1756591796875 -16.4940321225054, -68.170166015625 -16.4940321225054, -68.170166015625 -16.4992991673976, -68.1756591796875 -16.4992991673976, -68.1756591796875 -16.4940321225054))",8395,4097,21,34,9
4485633,2100313332200310,"POLYGON ((-68.170166015625 -16.4887649342421, -68.1646728515625 -16.4887649342421, -68.1646728515625 -16.4940321225054, -68.170166015625 -16.4940321225054, -68.170166015625 -16.4887649342421))",13850,4611,12,33,8
4485634,2100313332200311,"POLYGON ((-68.1646728515625 -16.4887649342421, -68.1591796875 -16.4887649342421, -68.1591796875 -16.4940321225054, -68.1646728515625 -16.4940321225054, -68.1646728515625 -16.4887649342421))",8611,2222,43,138,11
4485635,2100313332200312,"POLYGON ((-68.170166015625 -16.4940321225054, -68.1646728515625 -16.4940321225054, -68.1646728515625 -16.4992991673976, -68.170166015625 -16.4992991673976, -68.170166015625 -16.4940321225054))",8248,2665,193,75,6
4485636,2100313332200313,"POLYGON ((-68.1646728515625 -16.4940321225054, -68.1591796875 -16.4940321225054, -68.1591796875 -16.4992991673976, -68.1646728515625 -16.4992991673976, -68.1646728515625 -16.4940321225054))",5962,2608,11,28,6
4485637,2100313332200320,"POLYGON ((-68.18115234375 -16.4992991673976, -68.1756591796875 -16.4992991673976, -68.1756591796875 -16.5045660688779, -68.18115234375 -16.5045660688779, -68.18115234375 -16.4992991673976))",13550,3482,5,5,2
4485638,2100313332200321,"POLYGON ((-68.1756591796875 -16.4992991673976, -68.170166015625 -16.4992991673976, -68.170166015625 -16.5045660688779, -68.1756591796875 -16.5045660688779, -68.1756591796875 -16.4992991673976))",18038,11071,17,20,5
4485639,2100313332200322,"POLYGON ((-68.18115234375 -16.5045660688779, -68.1756591796875 -16.5045660688779, -68.1756591796875 -16.5098328269058, -68.18115234375 -16.5098328269058, -68.18115234375 -16.5045660688779))",6596,6501,31,66,45
4485640,2100313332200323,"POLYGON ((-68.1756591796875 -16.5045660688779, -68.170166015625 -16.5045660688779, -68.170166015625 -16.5098328269058, -68.1756591796875 -16.5098328269058, -68.1756591796875 -16.5045660688779))",5609,3898,13,2,2
4485641,2100313332200330,"POLYGON ((-68.170166015625 -16.4992991673976, -68.1646728515625 -16.4992991673976, -68.1646728515625 -16.5045660688779, -68.170166015625 -16.5045660688779, -68.170166015625 -16.4992991673976))",11183,3533,31,30,10
4485642,2100313332200331,"POLYGON ((-68.1646728515625 -16.4992991673976, -68.1591796875 -16.4992991673976, -68.1591796875 -16.5045660688779, -68.1646728515625 -16.5045660688779, -68.1646728515625 -16.4992991673976))",17061,6023,17,39,7
4485643,2100313332200332,"POLYGON ((-68.170166015625 -16.5045660688779, -68.1646728515625 -16.5045660688779, -68.1646728515625 -16.5098328269058, -68.170166015625 -16.5098328269058, -68.170166015625 -16.5045660688779))",10136,4271,20,13,6
4485644,2100313332200333,"POLYGON ((-68.1646728515625 -16.5045660688779, -68.1591796875 -16.5045660688779, -68.1591796875 -16.5098328269058, -68.1646728515625 -16.5098328269058, -68.1646728515625 -16.5045660688779))",19606,11517,14,99,19
4485645,2100313332201000,"POLYGON ((-68.1591796875 -16.467694748289, -68.1536865234375 -16.467694748289, -68.1536865234375 -16.4729625096309, -68.1591796875 -16.4729625096309, -68.1591796875 -16.467694748289))",968,682,28,1,1
4485646,2100313332201001,"POLYGON ((-68.1536865234375 -16.467694748289, -68.148193359375 -16.467694748289, -68.148193359375 -16.4729625096309, -68.1536865234375 -16.4729625096309, -68.1536865234375 -16.467694748289))",10957,4887,10,112,20
4485647,2100313332201002,"POLYGON ((-68.1591796875 -16.4729625096309, -68.1536865234375 -16.4729625096309, -68.1536865234375 -16.4782301277642, -68.1591796875 -16.4782301277642, -68.1591796875 -16.4729625096309))",13433,5766,20,4,3
4485648,2100313332201003,"POLYGON ((-68.1536865234375 -16.4729625096309, -68.148193359375 -16.4729625096309, -68.148193359375 -16.4782301277642, -68.1536865234375 -16.4782301277642, -68.1536865234375 -16.4729625096309))",7289,3759,14,53,10
4485649,2100313332201010,"POLYGON ((-68.148193359375 -16.467694748289, -68.1427001953125 -16.467694748289, -68.1427001953125 -16.4729625096309, -68.148193359375 -16.4729625096309, -68.148193359375 -16.467694748289))",11951,5373,13,22,3
4485650,2100313332201012,"POLYGON ((-68.148193359375 -16.4729625096309, -68.1427001953125 -16.4729625096309, -68.1427001953125 -16.4782301277642, -68.148193359375 -16.4782301277642, -68.148193359375 -16.4729625096309))",5553,2461,43,4,2
4485651,2100313332201020,"POLYGON ((-68.1591796875 -16.4782301277642, -68.1536865234375 -16.4782301277642, -68.1536865234375 -16.4834976026481, -68.1591796875 -16.4834976026481, -68.1591796875 -16.4782301277642))",4577,4871,5,1,1
4485652,2100313332201021,"POLYGON ((-68.1536865234375 -16.4782301277642, -68.148193359375 -16.4782301277642, -68.148193359375 -16.4834976026481, -68.1536865234375 -16.4834976026481, -68.1536865234375 -16.4782301277642))",7292,3345,26,49,6
4485653,2100313332201022,"POLYGON ((-68.1591796875 -16.4834976026481, -68.1536865234375 -16.4834976026481, -68.1536865234375 -16.4887649342421, -68.1591796875 -16.4887649342421, -68.1591796875 -16.4834976026481))",3790,1461,87,6,3
4485654,2100313332201023,"POLYGON ((-68.1536865234375 -16.4834976026481, -68.148193359375 -16.4834976026481, -68.148193359375 -16.4887649342421, -68.1536865234375 -16.4887649342421, -68.1536865234375 -16.4834976026481))",8631,2723,29,34,5
4485655,2100313332201030,"POLYGON ((-68.148193359375 -16.4782301277642, -68.1427001953125 -16.4782301277642, -68.1427001953125 -16.4834976026481, -68.148193359375 -16.4834976026481, -68.148193359375 -16.4782301277642))",11975,4272,48,50,15
4485656,2100313332201031,"POLYGON ((-68.1427001953125 -16.4782301277642, -68.13720703125 -16.4782301277642, -68.13720703125 -16.4834976026481, -68.1427001953125 -16.4834976026481, -68.1427001953125 -16.4782301277642))",8077,2759,72,13,3
4485657,2100313332201032,"POLYGON ((-68.148193359375 -16.4834976026481, -68.1427001953125 -16.4834976026481, -68.1427001953125 -16.4887649342421, -68.148193359375 -16.4887649342421, -68.148193359375 -16.4834976026481))",11637,2387,21,82,12
4485658,2100313332201033,"POLYGON ((-68.1427001953125 -16.4834976026481, -68.13720703125 -16.4834976026481, -68.13720703125 -16.4887649342421, -68.1427001953125 -16.4887649342421, -68.1427001953125 -16.4834976026481))",9515,3697,11,147,25
4485659,2100313332201101,"POLYGON ((-68.1317138671875 -16.467694748289, -68.126220703125 -16.467694748289, -68.126220703125 -16.4729625096309, -68.1317138671875 -16.4729625096309, -68.1317138671875 -16.467694748289))",1660,814,39,6,1
4485660,2100313332201103,"POLYGON ((-68.1317138671875 -16.4729625096309, -68.126220703125 -16.4729625096309, -68.126220703125 -16.4782301277642, -68.1317138671875 -16.4782301277642, -68.1317138671875 -16.4729625096309))",8185,1287,6,5,3
4485661,2100313332201110,"POLYGON ((-68.126220703125 -16.467694748289, -68.1207275390625 -16.467694748289, -68.1207275390625 -16.4729625096309, -68.126220703125 -16.4729625096309, -68.126220703125 -16.467694748289))",4520,472,3,2,1
4485662,2100313332201111,"POLYGON ((-68.1207275390625 -16.467694748289, -68.115234375 -16.467694748289, -68.115234375 -16.4729625096309, -68.1207275390625 -16.4729625096309, -68.1207275390625 -16.467694748289))",10923,3378,25,64,12
4485663,2100313332201112,"POLYGON ((-68.126220703125 -16.4729625096309, -68.1207275390625 -16.4729625096309, -68.1207275390625 -16.4782301277642, -68.126220703125 -16.4782301277642, -68.126220703125 -16.4729625096309))",6786,2140,43,40,13
4485664,2100313332201113,"POLYGON ((-68.1207275390625 -16.4729625096309, -68.115234375 -16.4729625096309, -68.115234375 -16.4782301277642, -68.1207275390625 -16.4782301277642, -68.1207275390625 -16.4729625096309))",10473,4204,141,55,13
4485665,2100313332201121,"POLYGON ((-68.1317138671875 -16.4782301277642, -68.126220703125 -16.4782301277642, -68.126220703125 -16.4834976026481, -68.1317138671875 -16.4834976026481, -68.1317138671875 -16.4782301277642))",10369,3623,18,120,6
4485666,2100313332201122,"POLYGON ((-68.13720703125 -16.4834976026481, -68.1317138671875 -16.4834976026481, -68.1317138671875 -16.4887649342421, -68.13720703125 -16.4887649342421, -68.13720703125 -16.4834976026481))",9670,3360,18,81,14
4485667,2100313332201123,"POLYGON ((-68.1317138671875 -16.4834976026481, -68.126220703125 -16.4834976026481, -68.126220703125 -16.4887649342421, -68.1317138671875 -16.4887649342421, -68.1317138671875 -16.4834976026481))",11422,3093,12,10,4
4485668,2100313332201130,"POLYGON ((-68.126220703125 -16.4782301277642, -68.1207275390625 -16.4782301277642, -68.1207275390625 -16.4834976026481, -68.126220703125 -16.4834976026481, -68.126220703125 -16.4782301277642))",9739,3970,15,159,33
4485669,2100313332201131,"POLYGON ((-68.1207275390625 -16.4782301277642, -68.115234375 -16.4782301277642, -68.115234375 -16.4834976026481, -68.1207275390625 -16.4834976026481, -68.1207275390625 -16.4782301277642))",11192,4726,27,48,16
4485670,2100313332201132,"POLYGON ((-68.126220703125 -16.4834976026481, -68.1207275390625 -16.4834976026481, -68.1207275390625 -16.4887649342421, -68.126220703125 -16.4887649342421, -68.126220703125 -16.4834976026481))",11056,4264,15,320,33
4485671,2100313332201133,"POLYGON ((-68.1207275390625 -16.4834976026481, -68.115234375 -16.4834976026481, -68.115234375 -16.4887649342421, -68.1207275390625 -16.4887649342421, -68.1207275390625 -16.4834976026481))",12880,4841,29,128,22
4485672,2100313332201200,"POLYGON ((-68.1591796875 -16.4887649342421, -68.1536865234375 -16.4887649342421, -68.1536865234375 -16.4940321225054, -68.1591796875 -16.4940321225054, -68.1591796875 -16.4887649342421))",12482,3927,36,57,15
4485673,2100313332201201,"POLYGON ((-68.1536865234375 -16.4887649342421, -68.148193359375 -16.4887649342421, -68.148193359375 -16.4940321225054, -68.1536865234375 -16.4940321225054, -68.1536865234375 -16.4887649342421))",10255,4253,17,98,24
4485674,2100313332201202,"POLYGON ((-68.1591796875 -16.4940321225054, -68.1536865234375 -16.4940321225054, -68.1536865234375 -16.4992991673976, -68.1591796875 -16.4992991673976, -68.1591796875 -16.4940321225054))",8042,3262,24,41,17
4485675,2100313332201203,"POLYGON ((-68.1536865234375 -16.4940321225054, -68.148193359375 -16.4940321225054, -68.148193359375 -16.4992991673976, -68.1536865234375 -16.4992991673976, -68.1536865234375 -16.4940321225054))",8650,3857,23,130,16
4485676,2100313332201210,"POLYGON ((-68.148193359375 -16.4887649342421, -68.1427001953125 -16.4887649342421, -68.1427001953125 -16.4940321225054, -68.148193359375 -16.4940321225054, -68.148193359375 -16.4887649342421))",10236,3892,71,69,24
4485677,2100313332201211,"POLYGON ((-68.1427001953125 -16.4887649342421, -68.13720703125 -16.4887649342421, -68.13720703125 -16.4940321225054, -68.1427001953125 -16.4940321225054, -68.1427001953125 -16.4887649342421))",8925,3728,38,96,41
4485678,2100313332201212,"POLYGON ((-68.148193359375 -16.4940321225054, -68.1427001953125 -16.4940321225054, -68.1427001953125 -16.4992991673976, -68.148193359375 -16.4992991673976, -68.148193359375 -16.4940321225054))",11644,3830,14,137,30
4485679,2100313332201213,"POLYGON ((-68.1427001953125 -16.4940321225054, -68.13720703125 -16.4940321225054, -68.13720703125 -16.4992991673976, -68.1427001953125 -16.4992991673976, -68.1427001953125 -16.4940321225054))",11125,4510,49,248,67
