a0,a1,a2,a3,a4,a40,b1.b11.,b1.b12.,b1.b13.,b1.b14.,b1.b15.,b1.b16.,b1.other.,b2,b3,b4,b6,b71.b711.,b71.b712.,b72.b721.,b72.b722.,b72.b723.,b72.b724.,b72.b725.,b73.b731.,b73.b732.,b73.b733.,b73.b734.,b73.b735.,b74.b741.,b74.b742.,b8,b9,c1,c2,c3,c4,c5,c6,c6.other.,c9.c31.,c9.c32.,c9.c33.,c9.c34.,c9.c35.,c9.c36.,c9.c37.,c9.c38.,c9.c39.,c9.c40.,c9.other.,c10,d1,d2,d3.d31.,d3.d32.,d3.d33.,d3.d34.,d3.d35.,d3.d36.,d3.d37.,d3.d38.,d3.other.,d4,e1,e2,e3,e4,e5,e6.e41.,e6.e42.,e6.e43.,e6.e44.,e6.e45.,e6.e46.,e6.e47.,e6.e48.,e6.e49.,e6.e4101.,e6.e4102.,e6.other.,e7,e8,e8.other.,e9.e71.,e9.e72.,e9.e73.,e9.e74.,e9.e75.,e9.e76.,e9.e77.,e9.e78.,e9.other.,e10.e81.,e10.e82.,e10.e83.,e10.e84.,e10.e85.,e10.e86.,e10.e87.,e10.e88.,e10.e89.,e10.e90.,e10.e91.,e10.e92.,e10.e93.,e10.other.,e11,f1.f11.,f1.f12.,f1.f13.,f1.f14.,f1.f15.,f1.f16.,f1.f17.,g1,g1.other.,g2,g21,g3.g31.,g3.g32.,g3.g33.,g3.g34.,g3.g35.,g3.g36.,g3.g37.,g3.g38.,g3.g39.,g3.g40.,g3.g41.,g3.other.,h1,h2,h3,h4,h5,h6,h7,i1,i2,i3,i4,i5,i6,j11.SQ001.,j11.SQ002.,j11.SQ003.,j11.SQ004.,j11.SQ005.,j11.SQ006.,j11.SQ007.,j11.SQ008.,j2,k1.k12.,k1.k13.,k1.k14.,k1.k15.,k1.k16.,k1.other.,k2.k21.,k2.k22.,k2.k23.,k2.k24.,k2.k25.,k3,k4,k5,k6,k7,k8,l1.l11.,l1.l12.,l1.l13.,l1.l14.,l1.l15.,l1.other.,l2,l3,m1,m2,m3,m4,m5,m6,m7,m71,m8,m9,m10
Sí,Femenino,52,La Paz,La Paz,ALFREDO VARGAS B,Sí,No,Sí,No,No,No,,30,Más de un año,22,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Talleres con Educainnova,Sí,Computadora de escritorio,1,Sí,1,Otro,Pero esta mal ,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,,Internet móvil,Casa,,Sí,Sí,Sí,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,No,No,Sí,Geogebra,Sí,No,No,No,Sí,En este año,Sí,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Rara vez,Rara vez,Ocasionalmente,Sí,No,Sí,No,No,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,No,No,No,Un ambiente exclusivo,No,,mala,No se entendió y la poca organización ,mas o menos,A causa de no contar con un ambiente exclusivo se pierde tiempo,Sí,Porque pueden interactuar desde sus celulares ,buena,Por su apoyo ,No,Mientras no se tenga un aula especifica,"Mas capacitación,"
Sí,Femenino,44,Tarija,Tarija,LA PAZ Mañana,Sí,No,Sí,No,No,No,,6,Más de un año,6,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,Uso de las Kuuas y el Linux,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,,No,No,Sí,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,No,Sí,Sí,Windows,,Sí,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,No,No,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,No,Ocasionalmente,Ocasionalmente,Casi siempre,Ocasionalmente,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,Sí,No,No,Ocasionalmente,Siempre,Clases prácticas,Rara vez,Ocasionalmente,Rara vez,No,No,No,No,Sí,,Sí,Es un proyecto en el cual se le da herramientas tecnológicas al maestro para que pueda mejorar su trabajo de enseñanza-aprendizaje.,buena,Porque enseñaron los programas que necesitábamos para mejorar nuestro trabajo y fue muy útil y fácil de aprender. ,mucho,Porque con las herramientas libres facilitadas se podría mejorar el proceso educativo .,Sí,Porque fue como una novedad que les causo curiosidad aprender con las nuevas herramientas y luego motivación.,buena,Porque tenían predisponibilidad y paciencia para enseñar.,Sí,Porque me motivo a seguir aprendiendo mas herramientas tecnológicas y ponerlo en práctica para futuras clases.,Que sigan apoyando a los maestros para bien de los estudiantes.
Sí,Femenino,56,Tarija,Tarija,LA SALLE CONVENIO Tarde,No,No,Sí,No,No,No,,29,Más de un año,18,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Sí,No,No,No,N/A,N/A,Sí,El que se impartió en el colegio con el grupo de inclusión digital ,Sí,Computadora portátil,2,Sí,1,Por cuenta propia,,No,No,No,No,Sí,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,,Internet fijo,Casa,,Sí,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Siempre,Siempre,Casi siempre,Nunca,Nunca,Rara vez,Sí,No,No,No,Sí,No,,No,No,Sí,No,No,Ocasionalmente,Rara vez,Clases frontales,Ocasionalmente,Ocasionalmente,Ocasionalmente,No,Sí,No,No,No,,Sí,Que tod@s usemos las computadoras para el aprendizaje del software libre ,buena,,mucho,,Sí,,excelente,,Sí,,
Sí,Masculino,61,La Paz,La Paz,ISAAC MALDONADO REQUE,Sí,No,Sí,No,No,No,,37,Más de un año,4,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,"Educación activa en matemáticas, procedimientos y estrategias en matemáticas",No,,NA,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,,No,No,Sí,No,Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,,NA,Sí,Dudoso,No,No,No,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,Sí,No,,Sí,No,Nunca,Nunca,Casi siempre,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Casi siempre,Sí,No,Sí,No,Sí,No,,Sí,Sí,No,No,No,Siempre,Casi siempre,Clases prácticas,Nunca,Nunca,Nunca,No,Sí,No,Sí,Sí,,Sí,"Es la educación tecnológica, atraves de cables.",buena,,mucho,,No,Porque no hubo tiempo.,buena,,Sí,,Que hayga una planificación en tiempos y horarios puntuales para las capacitaciones.
Sí,Femenino,40,Oruro,Oruro,NACIONAL SAN JOSE,No,No,Sí,No,No,No,,10,Más de un año,3,"Vida, Tierra y Territorio",N/A,N/A,Sí,No,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,agetic,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,,Sí,No,No,No,No,No,No,No,No,No,,No,Sí,Sí,No,No,No,No,No,No,No,Sí,,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,,3,Dudoso,Sí,Sí,Sí,Dudoso,Dudoso,Dudoso,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,No,Sí,En este año,Sí,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Rara vez,Sí,No,No,Sí,No,No,,Sí,No,No,No,No,Casi siempre,Ocasionalmente,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,No,No,No,,Sí,preparación para los profesores y alumnos con las kuuas,buena,fueron paso por paso respecto a las kuuas,mucho,hoy en día es muy necesario,Sí,les intereso la forma de aprender,buena,fueron muy atentos a todas las inquietudes que tuvieron los alumnos,Sí,por que seria bueno que fueran mas clases,que siga haciendo este tipo de proyectos
Sí,Masculino,58,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,Sí,No,No,No,No,No,,26,Más de un año,8,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Inclusión Digital AGETIC,Sí,Computadora de escritorio,1,Sí,1,Por cuenta propia,,Sí,No,Sí,No,No,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,,Internet móvil,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,5,Sí,Dudoso,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,No,No,,N/A,N/A,No,No,Sí,En este año,Sí,Sí,Casi siempre,Ocasionalmente,Casi siempre,Casi siempre,Siempre,Ocasionalmente,Rara vez,Rara vez,Sí,No,Sí,No,Sí,No,,No,Sí,No,No,No,Casi siempre,Casi siempre,Clases prácticas,Casi siempre,Casi siempre,Siempre,Sí,Sí,Sí,No,Sí,,Sí,Capacitacion a maestros y estudiantes en el manejo de las TICs en la clase,excelente,Porque a traves de las capacitaciones pudimos reforzar nuestros conocimientos en el manejo de los diferentes programas de software libre y el sistema operativo debian de las Kuaas ,mucho,Porque en esta nueva era digital vamos utilizando con mas frecuencia la tecnologia para atraer la atención de los estudiantes y de esta manera mejorar el proceso enseñanza - aprendizaje,Sí,Gracias a las tecnologias logramas que mas alumnos participen dentro el aula con consultas y aportes ,excelente,Gracias a ellos pudimos aprender a manejar nuevas herramientas y programas que nos ayudan a que los alumnos asimilen de mejor manera el contenido de las clases.,Sí,Porque mientras mas capacitaciones se nos brinde el conocimiento se vuelve mas solido y de esta manera podemos hacer un mejor uso de las diferentes herramientas de software libre,Muchas mas capacitaciones a principios de gestión.
Sí,Femenino,45,La Paz,El Alto,AYACUCHO TARDE,No,Sí,No,No,No,No,,21,Más de un año,10,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,Sí,Agetic,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,,No,No,No,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,,Internet fijo,Casa,,Sí,No,No,No,Sí,No,No,No,,No,No,Sí,No,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,No,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,Sí,No,,Sí,Sí,Ocasionalmente,Rara vez,Rara vez,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,Sí,No,No,No,,Sí,No,No,Sí,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Ocasionalmente,Casi siempre,Ocasionalmente,No,Sí,No,No,Sí,,No,,buena,,mucho,,Sí,,buena,,Sí,,Trabajar desde inicio de clases y más capacitaciones a los docentes
Sí,Femenino,30,Santa Cruz,Santa Cruz de la Sierra,CASTULO CHAVEZ MAÑANA,Sí,No,Sí,No,No,No,,8,Más de un año,3,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,uso de las TIC en el aula,Sí,Computadora portátil,3,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Sí,Sí,,No,Sí,Sí,No,Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,NA,Sí,Sí,Sí,Sí,No,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,Sí,Sí,No,,Sí,No,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Nunca,Nunca,Ocasionalmente,Sí,Sí,Sí,No,No,No,,Sí,Sí,No,No,No,Casi siempre,Siempre,Talleres,Ocasionalmente,Casi siempre,Ocasionalmente,No,Sí,No,No,No,,No,,buena,siempre despidieron del tiempo para para darnos las clasrs adecuandose a nuestro horario y por que aprendi más sobre mapas mentales a través de un programa que me ayudó  mucho en mi área.,mucho,"por que estamos viviendo una revolución tecnológica,  en el cual está tecnología esta a la mano del hombre y es importante actualizarse a esta nueva generación a través de la tecnología.
ayuda mucho al estudiante por que cambia el ambiente en el aula 
",Sí,por que las clases son más prácticas y modernas,excelente,siempre tuvieron la predisposición de colaborar,Sí,por que ayuda a innovar en el aula y salir de lo común adecuandose a la tecnología,ninguna
Sí,Femenino,31,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,No,No,Sí,No,No,No,,8,Menos de un año,NA,"Ciencia, Tecnología y Producción",Sí,Sí,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,,Internet móvil,Casa,,No,Sí,No,No,No,No,No,No,,Sí,No,Sí,Sí,No,No,No,No,Sí,No,No,No,No,,7,Sí,Dudoso,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,Hace un año,Sí,Sí,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Nunca,Ocasionalmente,Sí,Sí,No,No,Sí,No,,Sí,No,No,Sí,No,Casi siempre,Casi siempre,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,No,Sí,No,No,No,,No,,buena,,mucho,,Sí,,excelente,,Sí,,No
Sí,Femenino,29,Santa Cruz,Santa Cruz de la Sierra,NACIONAL COTOCA,No,No,Sí,No,No,No,,5,Más de un año,5,Cosmos y Pensamiento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,Sí,5,Sí,Computadora portátil,1,No,NA,Por cuenta propia,,Sí,No,Sí,No,No,No,Sí,Sí,No,No,,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Videos yotuve,Sí,Sí,Sí,Sí,Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,,NA,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Aula virtual,No,Sí,Sí,Sí,Sí,En este año,Sí,Sí,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Rara vez,Casi siempre,Sí,Sí,No,Sí,No,No,,Sí,No,Sí,No,No,Casi siempre,Casi siempre,Clases prácticas,Casi siempre,Casi siempre,Casi siempre,Sí,No,No,No,Sí,,Sí,Capacitación  a los estudiantes en software ,excelente,Te aclaran las duda y aprendes a trabajar  con este sistema,mas o menos,Porque daña a los ojos y tb seria bien para que aprendar a manejar la tecnologia,Sí,Porque le da la capacidad de invetigar,excelente,Muy practico,No,,No
Sí,Femenino,60,La Paz,La Paz,LA MERCED B,No,No,Sí,No,No,No,,34,Más de un año,30,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Uso de herramientas de software libre,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,No,,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,5,Sí,Sí,Dudoso,Dudoso,Dudoso,No,Sí,Windows,,Sí,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,No,Sí,El uso de Kuaas para elaborar gráficos en geogebra.,Sí,No,Sí,Sí,Sí,En este año,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Casi siempre,Siempre,Siempre,Rara vez,Sí,No,Sí,No,Sí,No,,No,Sí,Sí,No,No,Siempre,Ocasionalmente,Clases prácticas,Ocasionalmente,Rara vez,Ocasionalmente,Sí,No,No,No,Sí,,Sí,Es el proceso mediante el cual se transmite información acerca de las nuevas tecnologías a maestros para que después ellos las impartan con sus estudiantes.,excelente,Aprendí mucho acerca de nuevas tecnologías y gracias a ello pude enseñarles a mis estudiantes mejor mi materia.,mucho,Si por que la juventud de hoy es más digital y entiende mejor las nuevas tecnologías.,Sí,Si por que fue algo innovador para ellos.,excelente,"Tuvieron paciencia para explicarme,a pesar de mi edad y me ayudaron a impartir mis clases.",Sí,"Si,pero se debe ser más constantes.","Quisiera que este proyecto volviera al año,por que fue muy bueno, gracias."
Sí,Femenino,34,Chuquisaca,Sucre,LOYOLA DE FE Y ALEGRIA B,No,No,No,Sí,No,No,,6,Más de un año,1,"Ciencia, Tecnología y Producción",No,Sí,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Manejo de cuas,Sí,Computadora portátil,1,Sí,1,Por cuenta propia,,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Internet móvil,Casa,,Sí,Sí,No,Sí,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Plataformas,No,No,Sí,Sí,Sí,En este año,No,Sí,Ocasionalmente,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,No,No,,Sí,Sí,Sí,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Casi siempre,Casi siempre,Ocasionalmente,No,No,No,No,Sí,,Sí,El uso de herramientas tecnológicos en procesos curriculares.,buena,Aprendi el uso de algunas aplicaciones libres para reproducir con mis estudiantes,mucho,Porque a los estudiantes  les gusta el uso de las diferentes recnologías y debemos aprovechar eso,Sí,Porque es algo novedoso para ellos,buena,Nos resolvieron las dudas que teníamos al aprender el sofwart libre,Sí,Así estaría a la par con el avance  tecnológico,Que haya más  capacitaciones 
Sí,Masculino,55,Oruro,Oruro,NACIONAL SAN JOSE,No,No,Sí,No,No,No,,17,Menos de un año,NA,"Vida, Tierra y Territorio",N/A,N/A,No,No,No,Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,agetic,No,,NA,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,No,No,No,No,,No,Sí,Sí,No,No,No,No,No,No,No,Sí,,Sí,No,Sí,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,No,No,,Internet móvil,Café Internet,,No,Sí,No,No,No,No,No,No,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,,2,Sí,Dudoso,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,No,Sí,No,,No,No,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Casi siempre,Ocasionalmente,Casi siempre,Ocasionalmente,Sí,No,No,Sí,No,No,,Sí,No,No,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Ocasionalmente,Ocasionalmente,Casi siempre,Sí,No,Sí,No,No,,Sí,es para ayudar a los profesores y alumnos a tener un poco de conocimiento sobre el manejo de las kuuas,buena,fue muy útil yanto para los estudiantes como para los profesores,mucho,por que les prepara para el futuro,Sí,bastante ya que algunos estudiantes no conocían ni siquiera que la unidad educativa contaba con las kuuas,buena,se esmeraron y enseñaron con mucha paciencia a los estudiantes,Sí,si solo unas pocas clases no es suficiente,que hizo una muy buena labor
Sí,Masculino,49,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,Sí,No,Sí,No,No,No,,20,Más de un año,12,Cosmos y Pensamiento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,,Sí,Computadora portátil,2,No,NA,Por cuenta propia,,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Sí,No,,Internet móvil,Otro,Celular ,No,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,,3,Sí,No,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,Sí,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,No,,N/A,N/A,No,No,No,,No,No,Ocasionalmente,Rara vez,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Nunca,Ocasionalmente,Sí,Sí,No,No,Sí,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Ocasionalmente,Rara vez,Nunca,Sí,Sí,Sí,Sí,Sí,,Sí,"Para que aprendamos el manejo de las kuaas
",buena,Nos dieron capacitaciones para mejorar el manejo de Programas usando las Kuaas,mucho,Porque en mi materia es muy importante la explicación a traves de videos y si contamos con esta herramienta los alumnos podran captar de mejor manera las clases.,Sí,aprenden a manejar las Kuaas y mejoran su aprendizaje ,buena,"Porque los vountarios pusieron todo de su parte para enseñarnos el manejo, como tambien enseñaron a los alumnos y realmente se notava el interes de los alumnos en aprender con las kuaas",Sí,Asi podre preparar mejores videos explicativos para que los estudiantes puedan captar mejor la tecnica y tactica de los diferentes deportes.,
Sí,Femenino,56,La Paz,El Alto,SIMON BOLIVAR TARDE,Sí,No,Sí,No,Sí,No,,33,Más de un año,2,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Herramientas de software libre,Sí,Computadora de escritorio,1,Sí,1,Por cuenta propia,,Sí,No,No,No,No,No,No,Sí,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,No,,Internet móvil,Casa,,Sí,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Conocimiento libre,Sí,No,Sí,Sí,Sí,En este año,Sí,Sí,Casi siempre,Siempre,Casi siempre,Casi siempre,Casi siempre,Rara vez,Rara vez,Rara vez,Sí,No,No,Sí,No,No,,Sí,No,No,No,No,Siempre,Casi siempre,Clases prácticas,Casi siempre,Casi siempre,Casi siempre,No,Sí,Sí,No,Sí,,Sí,Permite mejorar el trabajo academico de los maestros y mejorar la motivación  de aprendizaje  en los estudiantes ,excelente,Bastante conocimiento y paciencia para aplicar las herramientas de software libre,mucho,Permite avanzar conjuntamente con la ciencia y la tecnología ,Sí,Los estudiantes logran inclusive ser autodidactas ,excelente,Ppr los conocimientos impartidos y llegar con carisma en la enseñanza y trabajo profesional ,Sí,Facilita el trabajo  docente y permite mayor conocimiento en los estudiantes ,Que sean mas constantes y que haya mayor tiempo con cada curso y nivel
