a0,a1,a2,a3,a4,a40,b1.b11.,b1.b12.,b1.b13.,b1.b14.,b1.b15.,b1.b16.,b1.other.,b2,b3,b4,b6,b71.b711.,b71.b712.,b72.b721.,b72.b722.,b72.b723.,b72.b724.,b72.b725.,b73.b731.,b73.b732.,b73.b733.,b73.b734.,b73.b735.,b74.b741.,b74.b742.,b8,b9,c1,c2,c3,c4,c5,c6,c6.other.,c9.c31.,c9.c32.,c9.c33.,c9.c34.,c9.c35.,c9.c36.,c9.c37.,c9.c38.,c9.c39.,c9.c40.,c9.other.,c10,d1,d2,d3.d31.,d3.d32.,d3.d33.,d3.d34.,d3.d35.,d3.d36.,d3.d37.,d3.d38.,d3.other.,d4,e1,e2,e3,e4,e5,e6.e41.,e6.e42.,e6.e43.,e6.e44.,e6.e45.,e6.e46.,e6.e47.,e6.e48.,e6.e49.,e6.e4101.,e6.e4102.,e6.other.,e7,e8,e8.other.,e9.e71.,e9.e72.,e9.e73.,e9.e74.,e9.e75.,e9.e76.,e9.e77.,e9.e78.,e9.other.,e10.e81.,e10.e82.,e10.e83.,e10.e84.,e10.e85.,e10.e86.,e10.e87.,e10.e88.,e10.e89.,e10.e90.,e10.e91.,e10.e92.,e10.e93.,e10.other.,e11,f1.f11.,f1.f12.,f1.f13.,f1.f14.,f1.f15.,f1.f16.,f1.f17.,g1,g1.other.,g2,g21,g3.g31.,g3.g32.,g3.g33.,g3.g34.,g3.g35.,g3.g36.,g3.g37.,g3.g38.,g3.g39.,g3.g40.,g3.g41.,g3.other.,h1,h2,h3,h4,h5,h6,h7,i1,i2,i3,i4,i5,i6,j11.SQ001.,j11.SQ002.,j11.SQ003.,j11.SQ004.,j11.SQ005.,j11.SQ006.,j11.SQ007.,j11.SQ008.,j2,k1.k12.,k1.k13.,k1.k14.,k1.k15.,k1.k16.,k1.other.,k2.k21.,k2.k22.,k2.k23.,k2.k24.,k2.k25.,k3,k4,k5,k6,k7,k8,l1.l11.,l1.l12.,l1.l13.,l1.l14.,l1.l15.,l1.other.,l2,l3,m1,m2,m3,m4,m5,m6,m7,m71,m8,m9,m10
Sí,Femenino,29,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,No,No,Sí,No,No,No,,9,Más de un año,2,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,Sí,Como manejar windos,Sí,Computadora portátil,1,No,NA,Por cuenta propia,,No,No,No,No,No,No,No,No,No,No,Todo lo que es trabajos,No,Sí,Sí,Sí,No,No,No,No,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,,Internet móvil,Casa,,Sí,No,No,No,No,No,No,No,,Sí,No,Sí,No,No,No,No,No,No,No,No,No,No,,3,Sí,Sí,Sí,Sí,Sí,Dudoso,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Teçnologico,Sí,Sí,No,No,No,,Sí,Sí,Ocasionalmente,Siempre,Rara vez,Rara vez,Siempre,Casi siempre,Siempre,Siempre,Sí,No,Sí,No,No,No,,Sí,No,No,No,No,Casi siempre,Casi siempre,Clases prácticas,Casi siempre,Casi siempre,Siempre,Sí,No,No,No,No,,Sí,Que apliquemos en aula ,excelente,Pir que nos sirvio de guia,mucho,Por que ayuda en su desarrollo,Sí,Por q es mas facil,excelente,Por que ayudan ,Sí,Por q aprenderan mas de tecnologia,Que sigan dando talleres para capacitarnos nas
Sí,Masculino,49,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,Sí,No,Sí,No,No,No,,25,Más de un año,8,"Ciencia, Tecnología y Producción",Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Agtic,Sí,Computadora portátil,1,No,NA,Por cuenta propia,,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet fijo,Casa,,No,Sí,Sí,Sí,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,4,Sí,Dudoso,Dudoso,No,No,Sí,Sí,Windows,,Sí,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,Sí,No,Sí,Geogebra,No,No,Sí,Sí,Sí,Hace más de dos años,No,No,Rara vez,Ocasionalmente,Nunca,Nunca,Casi siempre,Siempre,Siempre,Nunca,Sí,No,No,No,No,Sí,,Sí,Sí,No,Sí,No,Siempre,Ocasionalmente,Clases prácticas,Nunca,Nunca,Nunca,Sí,Sí,Sí,Sí,Sí,,No,,buena,Es buena,mucho,Facilita al desarrollo,Sí,Captan mejor,excelente,Tienen mucho interes,Sí,Porque ayudaria al proceso educativo,Que sigan adelante
Sí,Femenino,47,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,Sí,No,Sí,Sí,No,No,,11,Más de un año,11,"Vida, Tierra y Territorio",N/A,N/A,No,Sí,Sí,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Inclusión digital ,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,,Internet fijo,Casa,,Sí,No,No,No,Sí,No,No,No,,Sí,No,Sí,Sí,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Dudoso,Dudoso,Dudoso,Sí,No,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Didácticos y simulación ,Sí,Sí,Sí,Sí,No,,No,No,Rara vez,Ocasionalmente,Casi siempre,Siempre,Casi siempre,Casi siempre,Casi siempre,Siempre,Sí,No,No,Sí,Sí,No,,No,Sí,Sí,No,No,Casi siempre,Casi siempre,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,No,No,No,,Sí,,excelente,Pusieron todo de ellos para enseñarnos,mucho,Porque estamos en esta época que todo es digital ,Sí,,excelente,,Sí,,
Sí,Femenino,35,Tarija,Tarija,BOLIVIA 2 Mañana,No,No,Sí,No,No,No,,10,Más de un año,3,"Ciencia, Tecnología y Producción",No,Sí,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,,NA,Sí,Sí,Sí,Sí,Dudoso,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,,Sí,No,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Ocasionalmente,Siempre,Siempre,Siempre,Sí,Sí,Sí,Sí,Sí,No,,Sí,Sí,No,Sí,No,Casi siempre,Casi siempre,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,Sí,Sí,,Sí,Proyecto Inclusión Digital es un proyecto de la AGETIC ( La Agencia de Gobierno Electrónico y Tecnologías de Información y Comunicación) que se esta realizando a nivel nacional en el cual los voluntarios Digitales van a las Unidades Educativas a capacitar a los profesores y los estudiantes para el uso de software libre y las tecnologías.,excelente,La explicación brindada por los voluntarios fue muy clara y concisa.,mucho,Porque es importante que los estudiantes usen correctamente las tecnologías por su seguridad  y poder aprovechar las tecnologías al máximo para el estudio. ,Sí,,excelente,Los voluntarios fueron muy amables y educados me brindaron una  explicación muy clara y concisa. Además me brindaron muchas programas paginas web entre otras herramientas para poder usar en clase y explicar a mis estudiantes. Estuvieron presentes en mis clases y si necesitaba ayuda o tenia alguna duda la respondían. ,Sí,Lamentablemente el proyecto se realizo a finales de la gestión escolar por lo que tanto estudiantes como profesores y personal administrativo nos encontrábamos muy atareados y no se pudo aprovechar al 100% el proyecto.  ,Se recomienda que se vuelva a realizar este proyecto a principio de año por el factor tiempo y que sea un poco mas largo pues 2 meses es muy poco tiempo.
Sí,Femenino,54,Tarija,Tarija,BOLIVIA 2 Mañana,Sí,No,No,No,No,No,,29,Más de un año,1,"Vida, Tierra y Territorio",N/A,N/A,No,No,No,Sí,Sí,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,"se aplico Geogebra,kalzium",Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,No,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,,Internet móvil,Casa,,No,Sí,No,No,No,No,No,No,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,,5,Sí,No,No,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,No,No,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Rara vez,Ocasionalmente,Ocasionalmente,Ocasionalmente,Siempre,Siempre,Casi siempre,Sí,No,Sí,No,No,No,,No,Sí,Sí,Sí,No,Siempre,Siempre,Clases frontales,Siempre,Siempre,Ocasionalmente,No,No,Sí,No,No,,Sí,Es un proyecto que tiene como finalidad integrar o que se utilice software libre para la enseñanza de lo estudiantes,buena,Es una ayuda como nos otros los profesores  no estamos informados de las tecnologias actuales,mucho,ya que es un medio mas para poder llegar al estudiante ,Sí,Si demostraron mas interes los alumnos al utilizar dichas herramientas,excelente,porque nos  explicaron bien como tambien nos ayudaron con algunos temas academicos,Sí,si siempre en cuando alguien este en la aula tic para poder impartir,si tuviera que se mas de estos proyectos son de buena ayuda
Sí,Femenino,49,Tarija,Tarija,TERESA DE CALCUTA Mañana,Sí,No,Sí,No,No,No,,22,Más de un año,9,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,Sí,,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,,Sí,No,No,Sí,Sí,No,No,No,No,No,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,,Internet móvil,Casa,,No,Sí,No,No,No,Sí,No,No,,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,Dudoso,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,En este año,Sí,Sí,Casi siempre,Ocasionalmente,Casi siempre,Ocasionalmente,Casi siempre,Ocasionalmente,Casi siempre,Casi siempre,Sí,Sí,Sí,Sí,Sí,No,,Sí,Sí,Sí,No,No,Casi siempre,Ocasionalmente,Clases frontales,Rara vez,Ocasionalmente,Ocasionalmente,Sí,No,No,No,No,,Sí,software libre para la educación,buena,,mas o menos,,Sí,,buena,,Sí,,
Sí,Masculino,55,Tarija,Tarija,BOLIVIA 2 Mañana,No,No,Sí,No,No,No,,25,Más de un año,5,Cosmos y Pensamiento,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,,Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,No,,Internet fijo,Casa,,No,Sí,No,Sí,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,,6,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Casi siempre,Casi siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Sí,No,Sí,No,Sí,No,,Sí,Sí,No,Sí,No,Casi siempre,Casi siempre,Clases prácticas,Casi siempre,Casi siempre,Casi siempre,No,Sí,Sí,Sí,Sí,,Sí,Proyecto Inclusión Digital es un proyecto que lo esta realizando la  AGETIC con ayuda de los  voluntarios Digitales los cuales  van a las Unidades Educativas a capacitar a los profesores y los estudiantes para el uso de software libre y las tecnología.,excelente,Explicación muy clara para entender de que trata el proyecto .,mucho,,Sí,,excelente,"Los Ingenieros  fueron educados y cordiales con todos los profesores, alumnos , personal administrativo y mi persona (Director de la U.E.)  me brindaron una  explicación muy clara del proyecto y de programas y aplicaciones . Si tenia alguna duda la respondían y me orientaban con el uso de mi computador y celular .
",Sí,"Lamentablemente el factor tiempo no se aprovecho del proyecto en su totalidad , al realizarse  a finales del año escolar los estudiantes ,  personal administrativo y profesores se encontraban con poca disponibilidad de tiempo .","Recomiendo que al próximo año se vuelva a realizar  este proyecto y espero se realice cada año pues es muy útil tanto para los profesores , personal administrativo y para los estudiantes .
Alentar a los de la AGETIC a seguir realizando proyectos tan interesantes y beneficiosos para las unidades educativas ."
Sí,Femenino,57,Tarija,Tarija,TERESA DE CALCUTA Mañana,Sí,Sí,Sí,No,No,No,,30,Más de un año,3,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,No,Sí,No,N/A,N/A,No,,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,,Internet fijo,Casa,,No,Sí,Sí,No,No,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,6,Sí,Sí,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,Sí,Sí,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Clases prácticas,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,No,No,No,No,,Sí,,buena,,mucho,,Sí,Ellos estan en una etapa donde aprenden con mayor facilidad y asi pueden desarrollar nuevas tecnicas,buena,colaboraron con la yuda  y revisión a los alumnos,Sí,se necesita desdse principios de año para poder desarrollar un avance mas modelado,
Sí,Masculino,43,Tarija,Tarija,BOLIVIA 2 Mañana,Sí,No,No,No,No,No,,14,Más de un año,3,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,Sí,No,No,N/A,N/A,Sí,"Celeste,LibreOFFICE",Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,No,No,Sí,No,No,No,No,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,No,,Internet fijo,Casa,,No,Sí,No,Sí,No,No,No,Sí,,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,,6,Sí,Sí,Dudoso,Sí,Sí,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Rara vez,Rara vez,Casi siempre,Ocasionalmente,Casi siempre,Siempre,Siempre,Ocasionalmente,Sí,Sí,Sí,No,No,No,,Sí,No,Sí,Sí,No,Casi siempre,Casi siempre,Clases prácticas,Casi siempre,Casi siempre,Siempre,No,Sí,Sí,No,No,,Sí,Es un proyecto para capacitar profesores y alumnos con el fin de utilizar las tecnologias,buena,son buenos estos tipos de proyectos nuevos metodos para la enseñanza,mucho,si ya que los estudiantes le  dan mas interes cuando se habla de tecnologia,Sí,si demostro mas interes y visualmente entendieron mas,excelente,"ya que estuvieron para las dudas que se nos presento estuvieron para solucionar y la forma de enseñanza, paciencia.",Sí,si ya que es importante para el estudiante,que se den mas de este tipo de enseañanza o que nos muestren mas cosas para poder trabajar
Sí,Femenino,33,Tarija,Tarija,TERESA DE CALCUTA Mañana,Sí,No,Sí,No,No,No,,10,Más de un año,6,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,Sí,Uso y Adecuación de las Quipus,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,,Internet fijo,Casa,,Sí,Sí,No,Sí,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,No,,N/A,N/A,Sí,Sí,Sí,En este año,Sí,Sí,Casi siempre,Casi siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,Sí,No,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Clases frontales,Ocasionalmente,Casi siempre,Rara vez,Sí,No,Sí,No,No,,Sí,herramientas de sofware libre para la educación,buena,,mucho,,Sí,,buena,,Sí,,
Sí,Femenino,47,Tarija,Tarija,JUAN XXlll Mañana,Sí,No,No,No,No,No,,22,Más de un año,8,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,,Internet móvil,Otro,Celular,Sí,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,,6,Dudoso,Sí,Dudoso,Sí,No,Sí,Sí,Windows,,No,NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,No,No,No,Sí,Enseñanza a traves del uso de power point,Sí,No,Sí,Sí,Sí,En este año,Sí,Sí,Casi siempre,Ocasionalmente,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,Sí,No,Casi siempre,Casi siempre,Clases prácticas,Casi siempre,Casi siempre,Casi siempre,No,Sí,Sí,No,Sí,,Sí,"Enseñanza de programas educacionales en las quipus, las cuales vienen a favor de un aprendizaje integral de los estudiantes ",buena,,mucho,,Sí,,buena,,Sí,, Que los voluntarios nos acompañen durante toda la gestion para absolver nuestras dudas o nos enseñen constantemente.
Sí,Femenino,47,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,Sí,No,No,Sí,No,No,,13,Más de un año,3,"Vida, Tierra y Territorio",N/A,N/A,Sí,Sí,Sí,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Material reciclable,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,,Internet móvil,Casa,,Sí,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,Didastico dimulador,Sí,Sí,No,Sí,No,,No,Sí,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Siempre,Sí,Sí,No,No,No,No,,Sí,Sí,No,Sí,No,Casi siempre,Casi siempre,Clases prácticas,Casi siempre,Casi siempre,Casi siempre,Sí,Sí,Sí,Sí,Sí,,Sí,Muy buena,excelente,La enseñanza es buena,mucho,Mediante la observacion,Sí,Aprovechoso,buena,Ubo enseñanza,Sí,Para mejor enseñanza,Mas tiempo xq fue miy corto
Sí,Masculino,44,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,Sí,No,Sí,Sí,No,No,,11,Más de un año,6,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,No,No,No,No,N/A,N/A,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,,Sí,No,Sí,No,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,Sí,No,,Internet móvil,Otro,,No,Sí,No,No,No,No,No,No,,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,,7,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,Sí,Sí,,No,Sí,Sí,No,No,,No,No,Ocasionalmente,Ocasionalmente,Casi siempre,Casi siempre,Rara vez,Nunca,Nunca,Nunca,Sí,No,No,Sí,No,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Clases de laboratorios,Rara vez,Ocasionalmente,Ocasionalmente,Sí,No,No,No,No,,Sí,Es integrar al edtudiante  en diferentes programa y sepa aplicarlo en su vida.,buena,Porque nos guiaron y nos brindaron apoyo en todaslas clase q recibimos.,mucho,Porque es util porque permite mejorar u utilizar la tenologia para un boen,Sí,Para brindar un mwjor servicio a la sociedad,excelente,Siempre apoyaron con ejemplos claros,Sí,Es importante porque vinculo al estidiante con la tecnologia,Sigan adelante por la calidad educativa.gracia por sus conocimiento.Dios les bendiga
Sí,Masculino,40,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,Sí,No,Sí,Sí,No,No,,10,Más de un año,6,Comunidad y Sociedad,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,Sí,No,No,N/A,N/A,No,,Sí,Computadora portátil,2,Sí,2,Dotada por el ministerio,,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,Sí,,Internet fijo,Casa,,Sí,Sí,No,No,No,No,No,No,,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,,7,No,No,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NA,Sí,Sí,No,No,,N/A,N/A,No,No,No,,No,No,Ocasionalmente,Siempre,Casi siempre,Ocasionalmente,Casi siempre,Nunca,Rara vez,Nunca,Sí,Sí,No,No,Sí,No,,Sí,No,No,Sí,No,Siempre,Siempre,Clases prácticas,Rara vez,Casi siempre,Casi siempre,Sí,No,No,Sí,No,,No,,buena,Las clases personalizadas ,mucho,Facilita el manejo y la veracidad de la información ,No,,buena,La enseñanza personalidad,Sí,Por la actualización de la tecnología en favor de la educación ,
Sí,Femenino,34,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,Sí,No,Sí,No,No,No,,12,Más de un año,8,"Vida, Tierra y Territorio",N/A,N/A,No,No,Sí,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sí,Inclusión digital,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,No,No,No,,NA,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Linux,,Sí,5,Sí,No,No,No,No,No,No,No,No,No,No,NA,Sí,Sí,Sí,Sí,Didáctico y simulación ,Sí,No,Sí,Sí,Sí,En este año,Sí,No,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Sí,Sí,Sí,Sí,Sí,No,,Sí,Sí,Sí,Sí,No,Siempre,Siempre,Talleres,Siempre,Siempre,Siempre,Sí,No,No,No,No,,Sí,Hubo aprovechamiento ,excelente,Se dejó entender,mucho,Tiene muchas ventajas para el aprovechamiento ,Sí,Fue más didactizado,excelente,Se dejaron comprender,Sí,Si creo,Ninguna
